rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
0.0,1851,1.11,6972,102,28.04,189744,,
0.0,1851,1.12,6976,102,28.09,189827,,
0.0,1852,1.11,6980,102,28.04,189953,,
0.0,1854,1.16,6984,102,28.79,190131,,
0.0,1855,1.18,6988,102,29.34,190276,,
0.0,1857,1.19,6992,102,29.1,190393,,
0.0,1859,1.21,6996,102,29.42,190509,,
0.0,1860,1.24,7000,102,29.26,190627,,
0.0,1861,1.24,7004,102,29.27,190729,,
0.0,1862,1.25,7008,102,29.29,190843,,
0.0,1864,1.27,7012,102,29.07,190953,,
0.0,1865,1.27,7016,102,28.81,191061,,
0.0,1866,1.3,7020,102,29.13,191202,,
0.0,1867,1.32,7024,102,29.68,191351,,
0.0,1868,1.34,7028,102,29.68,191463,,
0.0,1869,1.36,7032,102,30.15,191610,,
0.0,1870,1.37,7036,102,30.13,191726,,
0.0,1871,1.38,7040,102,29.98,191842,,
0.0,1873,1.39,7044,102,29.67,191943,,
0.0,1874,1.38,7048,102,29.49,192025,,
0.0,1876,1.4,7052,102,29.75,192178,,
0.0,1877,1.4,7056,102,29.86,192307,,
0.0,1878,1.41,7060,102,30.27,192440,,
0.0,1879,1.44,7064,102,30.6,192592,,
0.0,1880,1.42,7068,102,30.38,192701,,
0.0,1881,1.41,7072,102,30.31,192775,,
0.0,1882,1.4,7076,102,30.38,192865,,
0.0,1883,1.41,7080,102,30.28,192981,,
0.0,1884,1.35,7084,102,29.86,193117,,
0.0,1885,1.36,7088,102,29.68,193244,,
0.0,1886,1.38,7092,102,29.96,193389,,
0.0,1888,1.34,7096,102,29.9,193499,,
0.0,1889,1.31,7100,102,29.87,193614,,
0.0,1890,1.28,7104,102,29.91,193720,,
0.0,1892,1.27,7108,102,30.09,193852,,
0.0,1893,1.25,7112,102,30.32,193985,,
0.0,1894,1.24,7116,102,30.24,194085,,
0.0,1895,1.23,7120,102,29.87,194189,,
0.0,1895,1.22,7124,102,29.28,194279,,
0.0,1896,1.21,7128,102,29.34,194397,,
0.0,1897,1.2,7132,102,28.9,194500,,
0.0,1899,1.18,7136,102,29.33,194659,,
0.0,1900,1.21,7140,102,29.76,194818,,
0.0,1901,1.23,7144,102,29.76,194919,,
0.0,1902,1.22,7148,102,29.84,195009,,
0.0,1903,1.21,7152,102,29.31,195109,,
0.0,1905,1.25,7156,102,29.23,195230,,
0.0,1906,1.27,7160,102,29.11,195351,,
0.0,1907,1.23,7164,102,28.64,195456,,
0.0,1908,1.23,7168,102,28.53,195554,,
0.0,1909,1.24,7172,102,28.77,195652,,
0.0,1910,1.26,7176,102,29.0,195765,,
0.0,1910,1.27,7180,102,28.9,195871,,
0.0,1911,1.27,7184,102,28.58,195975,,
0.0,1912,1.24,7188,102,28.53,196097,,
0.0,1913,1.22,7192,102,28.05,196194,,
0.0,1914,1.25,7196,102,27.92,196291,,
0.0,1915,1.26,7200,102,27.64,196378,,
0.0,1916,1.28,7204,102,27.9,196510,,
0.0,1918,1.28,7208,102,27.76,196628,,
0.0,1919,1.28,7212,102,27.41,196726,,
0.0,1920,1.29,7216,102,27.74,196859,,
0.0,1922,1.27,7220,102,28.06,196995,,
0.0,1923,1.26,7224,102,28.18,197097,,
0.0,1924,1.25,7228,102,28.28,197225,,
0.0,1925,1.24,7232,102,28.57,197357,,
0.0,1926,1.24,7236,102,27.89,197448,,
0.0,1927,1.2,7240,102,27.16,197534,,
0.0,1928,1.15,7244,102,27.2,197639,,
0.0,1929,1.16,7248,102,27.67,197776,,
0.0,1930,1.14,7252,102,27.97,197906,,
0.0,1931,1.13,7256,102,28.08,198038,,
0.0,1933,1.11,7260,102,28.08,198159,,
0.0,1934,1.1,7264,102,28.05,198261,,
0.0,1935,1.1,7268,102,28.14,198368,,
0.0,1936,1.09,7272,102,28.52,198504,,
0.0,1937,1.08,7276,102,28.33,198598,,
0.0,1938,1.06,7280,102,28.08,198679,,
0.0,1939,1.06,7284,102,28.41,198816,,
0.0,1940,1.1,7288,102,28.73,198970,,
0.0,1941,1.09,7292,102,29.02,199096,,
0.0,1942,1.08,7296,102,28.87,199178,,
0.0,1943,1.09,7300,102,29.11,199289,,
0.0,1944,1.1,7304,102,28.97,199407,,
0.0,1946,1.11,7308,102,29.37,199565,,
0.0,1947,1.12,7312,102,29.83,199709,,
0.0,1949,1.14,7316,102,29.75,199834,,
0.0,1950,1.15,7320,102,29.36,199931,,
0.0,,,,,,200000,1.25,38.0
